date,branchcode,materialcode,sales_qty,stock_on_hand,intransit_qty,pending_po_qty,lead_time_days,stockout_flag
2022-12-03,GC04,SKU_C,13,557,94,102,13,0
2022-12-03,GC04,SKU_D,14,471,106,88,9,0
2022-12-03,GC04,SKU_E,19,431,79,61,4,0
2022-12-03,GC05,SKU_A,30,217,62,78,6,0
2022-12-03,GC05,SKU_B,8,342,86,63,6,0
2022-12-03,GC05,SKU_C,25,446,33,58,3,0
2022-12-03,GC05,SKU_D,16,402,97,49,4,0
2022-12-03,GC05,SKU_E,31,511,92,72,6,0
2022-12-04,GC01,SKU_A,15,309,128,100,12,0
2022-12-04,GC01,SKU_B,18,574,61,65,3,0
2022-12-04,GC01,SKU_C,17,296,42,72,13,0
2022-12-04,GC01,SKU_D,23,362,104,65,6,0
2022-12-04,GC01,SKU_E,39,466,96,59,13,0
2022-12-04,GC02,SKU_A,27,523,58,75,6,0
2022-12-04,GC02,SKU_B,12,391,34,66,4,0
2022-12-04,GC02,SKU_C,26,475,80,36,13,0
2022-12-04,GC02,SKU_D,34,338,70,51,9,0
2022-12-04,GC02,SKU_E,23,315,0,38,7,0
2022-12-04,GC03,SKU_A,39,403,53,79,5,0
2022-12-04,GC03,SKU_B,8,347,118,83,10,0
2022-12-04,GC03,SKU_C,14,472,99,39,5,0
2022-12-04,GC03,SKU_D,36,280,21,56,4,0
2022-12-04,GC03,SKU_E,22,503,60,113,12,0
2022-12-04,GC04,SKU_A,33,296,77,72,10,0
2022-12-04,GC04,SKU_B,26,185,107,37,5,0
2022-12-04,GC04,SKU_C,30,260,42,61,9,0
2022-12-04,GC04,SKU_D,22,390,110,74,6,0
2022-12-04,GC04,SKU_E,35,365,37,47,7,0
2022-12-04,GC05,SKU_A,31,353,92,57,10,0
2022-12-04,GC05,SKU_B,16,347,125,58,11,0
2022-12-04,GC05,SKU_C,14,323,29,55,13,0
2022-12-04,GC05,SKU_D,22,563,21,50,13,0
2022-12-04,GC05,SKU_E,18,446,39,49,6,0
2022-12-05,GC01,SKU_A,20,436,121,7,7,0
2022-12-05,GC01,SKU_B,17,527,139,76,11,0
2022-12-05,GC01,SKU_C,27,408,92,38,8,0
2022-12-05,GC01,SKU_D,37,509,65,55,12,0
2022-12-05,GC01,SKU_E,16,364,100,49,6,0
2022-12-05,GC02,SKU_A,31,282,46,28,8,0
2022-12-05,GC02,SKU_B,38,621,108,69,3,0
2022-12-05,GC02,SKU_C,33,450,150,62,13,0
2022-12-05,GC02,SKU_D,26,251,85,56,12,0
2022-12-05,GC02,SKU_E,11,385,62,67,13,0
2022-12-05,GC03,SKU_A,27,403,32,90,12,0
2022-12-05,GC03,SKU_B,21,398,121,68,13,0
2022-12-05,GC03,SKU_C,30,237,55,52,3,0
2022-12-05,GC03,SKU_D,40,290,151,37,6,0
2022-12-05,GC03,SKU_E,31,239,143,53,3,0
2022-12-05,GC04,SKU_A,31,545,69,61,3,0
2022-12-05,GC04,SKU_B,13,355,133,81,9,0
2022-12-05,GC04,SKU_C,18,578,96,95,11,0
2022-12-05,GC04,SKU_D,20,342,89,53,3,0
2022-12-05,GC04,SKU_E,2,370,80,33,3,0
2022-12-05,GC05,SKU_A,22,586,109,46,8,0
2022-12-05,GC05,SKU_B,30,413,127,92,11,0
2022-12-05,GC05,SKU_C,0,483,74,63,13,0
2022-12-05,GC05,SKU_D,29,385,88,79,8,0
2022-12-05,GC05,SKU_E,24,313,76,50,11,0
2022-12-06,GC01,SKU_A,18,335,81,110,11,0
2022-12-06,GC01,SKU_B,44,360,110,11,6,0
2022-12-06,GC01,SKU_C,7,7,144,63,8,1
2022-12-06,GC01,SKU_D,24,144,106,92,5,0
2022-12-06,GC01,SKU_E,7,442,99,43,5,0
2022-12-06,GC02,SKU_A,24,326,113,61,10,0
2022-12-06,GC02,SKU_B,19,540,119,105,10,0
2022-12-06,GC02,SKU_C,22,195,98,74,8,0
2022-12-06,GC02,SKU_D,21,96,120,54,12,0
2022-12-06,GC02,SKU_E,20,246,110,49,6,0
2022-12-06,GC03,SKU_A,19,372,80,65,3,0
2022-12-06,GC03,SKU_B,16,349,94,76,12,0
2022-12-06,GC03,SKU_C,15,398,89,77,3,0
2022-12-06,GC03,SKU_D,39,449,84,100,9,0
2022-12-06,GC03,SKU_E,15,493,113,65,10,0
2022-12-06,GC04,SKU_A,19,316,64,54,13,0
2022-12-06,GC04,SKU_B,22,401,78,66,5,0
2022-12-06,GC04,SKU_C,25,339,65,77,3,0
2022-12-06,GC04,SKU_D,29,368,52,69,4,0
2022-12-06,GC04,SKU_E,13,301,37,51,12,0
2022-12-06,GC05,SKU_A,38,320,61,112,4,0
2022-12-06,GC05,SKU_B,0,475,66,91,8,0
2022-12-06,GC05,SKU_C,10,476,80,82,8,0
2022-12-06,GC05,SKU_D,25,282,75,35,6,0
2022-12-06,GC05,SKU_E,29,323,80,65,4,0
2022-12-07,GC01,SKU_A,21,343,140,72,4,0
2022-12-07,GC01,SKU_B,21,507,81,71,6,0
2022-12-07,GC01,SKU_C,28,375,108,59,3,0
2022-12-07,GC01,SKU_D,19,250,131,46,7,0
2022-12-07,GC01,SKU_E,38,537,118,85,11,0
2022-12-07,GC02,SKU_A,27,529,34,65,7,0
2022-12-07,GC02,SKU_B,26,323,54,89,13,0
2022-12-07,GC02,SKU_C,21,497,113,22,5,0
2022-12-07,GC02,SKU_D,20,390,108,27,5,0
2022-12-07,GC02,SKU_E,30,612,44,37,7,0
2022-12-07,GC03,SKU_A,11,439,109,49,7,0
2022-12-07,GC03,SKU_B,29,439,19,49,4,0
2022-12-07,GC03,SKU_C,5,583,120,62,6,0
2022-12-07,GC03,SKU_D,15,310,89,86,8,0
2022-12-07,GC03,SKU_E,20,345,52,58,9,0
2022-12-07,GC04,SKU_A,20,403,50,34,8,0
2022-12-07,GC04,SKU_B,23,589,65,41,12,0
2022-12-07,GC04,SKU_C,34,389,90,36,10,0
2022-12-07,GC04,SKU_D,7,332,70,67,3,0
2022-12-07,GC04,SKU_E,25,515,55,64,6,0
2022-12-07,GC05,SKU_A,44,570,128,81,5,0
2022-12-07,GC05,SKU_B,35,349,85,57,6,0
2022-12-07,GC05,SKU_C,21,234,78,85,6,0
2022-12-07,GC05,SKU_D,27,285,95,73,12,0
2022-12-07,GC05,SKU_E,20,283,22,35,9,0
2022-12-08,GC01,SKU_A,22,270,106,97,11,0
2022-12-08,GC01,SKU_B,39,430,22,77,11,0
2022-12-08,GC01,SKU_C,12,323,12,63,4,0
2022-12-08,GC01,SKU_D,23,203,101,47,3,0
2022-12-08,GC01,SKU_E,7,584,88,70,10,0
2022-12-08,GC02,SKU_A,15,314,74,31,5,0
2022-12-08,GC02,SKU_B,18,199,37,74,9,0
2022-12-08,GC02,SKU_C,5,331,152,52,3,0
2022-12-08,GC02,SKU_D,21,451,113,67,6,0
2022-12-08,GC02,SKU_E,16,291,40,59,5,0
2022-12-08,GC03,SKU_A,27,342,56,76,4,0
2022-12-08,GC03,SKU_B,28,521,115,50,6,0
2022-12-08,GC03,SKU_C,18,264,86,53,5,0
2022-12-08,GC03,SKU_D,24,391,48,54,11,0
2022-12-08,GC03,SKU_E,17,291,71,45,11,0
2022-12-08,GC04,SKU_A,11,468,41,25,4,0
2022-12-08,GC04,SKU_B,40,368,134,62,7,0
2022-12-08,GC04,SKU_C,21,265,145,64,12,0
2022-12-08,GC04,SKU_D,16,528,27,28,13,0
2022-12-08,GC04,SKU_E,18,424,42,74,6,0
2022-12-08,GC05,SKU_A,14,421,118,43,5,0
2022-12-08,GC05,SKU_B,28,385,74,16,11,0
2022-12-08,GC05,SKU_C,10,526,40,55,3,0
2022-12-08,GC05,SKU_D,18,541,97,70,7,0
2022-12-08,GC05,SKU_E,30,455,26,9,10,0
2022-12-09,GC01,SKU_A,9,314,90,72,5,0
2022-12-09,GC01,SKU_B,34,93,119,56,10,0
2022-12-09,GC01,SKU_C,43,471,94,82,6,0
2022-12-09,GC01,SKU_D,22,216,83,72,10,0
2022-12-09,GC01,SKU_E,21,373,64,16,8,0
2022-12-09,GC02,SKU_A,23,386,108,76,10,0
2022-12-09,GC02,SKU_B,15,551,100,63,4,0
2022-12-09,GC02,SKU_C,35,260,70,90,6,0
2022-12-09,GC02,SKU_D,29,214,103,96,5,0
2022-12-09,GC02,SKU_E,12,502,83,84,11,0
2022-12-09,GC03,SKU_A,8,367,113,33,12,0
2022-12-09,GC03,SKU_B,7,460,162,72,3,0
2022-12-09,GC03,SKU_C,24,338,99,35,5,0
2022-12-09,GC03,SKU_D,32,646,36,19,5,0
2022-12-09,GC03,SKU_E,18,563,109,43,9,0
2022-12-09,GC04,SKU_A,26,311,87,56,10,0
2022-12-09,GC04,SKU_B,15,673,0,84,4,0
2022-12-09,GC04,SKU_C,23,415,43,68,6,0
2022-12-09,GC04,SKU_D,27,383,100,33,7,0
2022-12-09,GC04,SKU_E,18,446,96,56,6,0
2022-12-09,GC05,SKU_A,41,398,66,39,11,0
2022-12-09,GC05,SKU_B,34,347,89,76,10,0
2022-12-09,GC05,SKU_C,29,426,113,24,8,0
2022-12-09,GC05,SKU_D,10,332,73,69,12,0
2022-12-09,GC05,SKU_E,9,385,108,59,9,0
2022-12-10,GC01,SKU_A,20,282,58,48,13,0
2022-12-10,GC01,SKU_B,20,534,63,67,6,0
2022-12-10,GC01,SKU_C,29,347,51,36,13,0
2022-12-10,GC01,SKU_D,26,561,104,74,12,0
2022-12-10,GC01,SKU_E,32,414,56,50,12,0
2022-12-10,GC02,SKU_A,5,483,54,101,11,0
2022-12-10,GC02,SKU_B,35,313,77,52,6,0
2022-12-10,GC02,SKU_C,17,584,108,97,4,0
2022-12-10,GC02,SKU_D,14,403,141,57,9,0
2022-12-10,GC02,SKU_E,20,281,107,78,3,0
2022-12-10,GC03,SKU_A,23,295,152,27,5,0
2022-12-10,GC03,SKU_B,17,525,59,79,3,0
2022-12-10,GC03,SKU_C,39,290,59,55,5,0
2022-12-10,GC03,SKU_D,0,403,133,56,9,0
2022-12-10,GC03,SKU_E,31,418,100,85,12,0
2022-12-10,GC04,SKU_A,32,301,87,23,12,0
2022-12-10,GC04,SKU_B,36,490,99,69,3,0
2022-12-10,GC04,SKU_C,5,436,110,22,3,0
2022-12-10,GC04,SKU_D,25,104,91,41,7,0
2022-12-10,GC04,SKU_E,15,254,76,44,8,0
2022-12-10,GC05,SKU_A,26,452,56,70,4,0
2022-12-10,GC05,SKU_B,25,494,60,26,12,0
2022-12-10,GC05,SKU_C,16,528,62,77,4,0
2022-12-10,GC05,SKU_D,15,296,87,63,8,0
2022-12-10,GC05,SKU_E,9,367,75,94,4,0
2022-12-11,GC01,SKU_A,36,220,71,100,3,0
2022-12-11,GC01,SKU_B,30,584,105,63,9,0
2022-12-11,GC01,SKU_C,45,322,114,53,7,0
2022-12-11,GC01,SKU_D,13,529,119,85,13,0
2022-12-11,GC01,SKU_E,21,612,53,13,5,0
2022-12-11,GC02,SKU_A,16,455,107,67,11,0
2022-12-11,GC02,SKU_B,33,572,122,61,10,0
2022-12-11,GC02,SKU_C,26,637,137,55,13,0
2022-12-11,GC02,SKU_D,5,388,121,48,12,0
2022-12-11,GC02,SKU_E,14,462,54,91,5,0
2022-12-11,GC03,SKU_A,16,282,77,55,13,0
2022-12-11,GC03,SKU_B,26,634,89,67,4,0
2022-12-11,GC03,SKU_C,24,504,43,66,11,0
2022-12-11,GC03,SKU_D,18,464,28,59,8,0
2022-12-11,GC03,SKU_E,6,312,122,71,11,0
2022-12-11,GC04,SKU_A,20,586,71,78,13,0
2022-12-11,GC04,SKU_B,20,513,25,64,6,0
2022-12-11,GC04,SKU_C,14,349,30,61,3,0
2022-12-11,GC04,SKU_D,19,427,82,66,13,0
2022-12-11,GC04,SKU_E,29,271,56,71,13,0
2022-12-11,GC05,SKU_A,19,438,63,41,3,0
2022-12-11,GC05,SKU_B,39,412,44,86,7,0
2022-12-11,GC05,SKU_C,27,472,144,55,12,0
2022-12-11,GC05,SKU_D,27,383,102,62,11,0
2022-12-11,GC05,SKU_E,15,431,202,62,10,0
2022-12-12,GC01,SKU_A,17,300,12,37,12,0
2022-12-12,GC01,SKU_B,22,674,101,42,9,0
2022-12-12,GC01,SKU_C,26,393,50,37,5,0
2022-12-12,GC01,SKU_D,18,270,0,34,11,0
2022-12-12,GC01,SKU_E,24,282,78,53,11,0
2022-12-12,GC02,SKU_A,31,265,45,40,9,0
2022-12-12,GC02,SKU_B,24,214,133,100,3,0
2022-12-12,GC02,SKU_C,10,414,60,16,4,0
2022-12-12,GC02,SKU_D,20,296,143,85,11,0
2022-12-12,GC02,SKU_E,2,363,93,55,13,0
2022-12-12,GC03,SKU_A,22,588,56,41,3,0
2022-12-12,GC03,SKU_B,13,329,141,59,9,0
2022-12-12,GC03,SKU_C,15,528,129,75,12,0
2022-12-12,GC03,SKU_D,20,553,55,92,4,0
2022-12-12,GC03,SKU_E,28,399,96,22,13,0
2022-12-12,GC04,SKU_A,23,565,93,55,5,0
2022-12-12,GC04,SKU_B,25,305,58,72,6,0
2022-12-12,GC04,SKU_C,24,447,101,53,11,0
2022-12-12,GC04,SKU_D,8,425,62,49,11,0
2022-12-12,GC04,SKU_E,26,400,85,63,10,0
2022-12-12,GC05,SKU_A,18,443,111,61,8,0
2022-12-12,GC05,SKU_B,28,235,71,55,5,0
2022-12-12,GC05,SKU_C,21,434,26,53,8,0
2022-12-12,GC05,SKU_D,23,351,77,55,3,0
2022-12-12,GC05,SKU_E,31,483,107,60,8,0
2022-12-13,GC01,SKU_A,22,524,69,75,7,0
2022-12-13,GC01,SKU_B,5,488,133,85,9,0
2022-12-13,GC01,SKU_C,27,729,56,44,10,0
2022-12-13,GC01,SKU_D,21,87,66,63,12,0
2022-12-13,GC01,SKU_E,23,413,107,85,12,0
2022-12-13,GC02,SKU_A,8,248,41,62,4,0
2022-12-13,GC02,SKU_B,26,204,60,94,9,0
2022-12-13,GC02,SKU_C,27,474,50,89,7,0
2022-12-13,GC02,SKU_D,30,188,78,84,13,0
2022-12-13,GC02,SKU_E,20,481,116,74,7,0
2022-12-13,GC03,SKU_A,25,435,103,69,3,0
2022-12-13,GC03,SKU_B,19,329,71,85,4,0
2022-12-13,GC03,SKU_C,17,387,103,83,3,0
2022-12-13,GC03,SKU_D,27,438,61,80,3,0
2022-12-13,GC03,SKU_E,20,403,86,51,4,0
2022-12-13,GC04,SKU_A,18,396,31,40,7,0
2022-12-13,GC04,SKU_B,23,465,68,54,9,0
2022-12-13,GC04,SKU_C,27,317,17,40,3,0
2022-12-13,GC04,SKU_D,25,230,81,71,5,0
2022-12-13,GC04,SKU_E,22,327,22,64,11,0
2022-12-13,GC05,SKU_A,11,162,99,71,8,0
2022-12-13,GC05,SKU_B,20,444,36,63,7,0
2022-12-13,GC05,SKU_C,8,317,91,6,6,0
2022-12-13,GC05,SKU_D,21,529,139,68,12,0
2022-12-13,GC05,SKU_E,8,359,107,37,7,0
2022-12-14,GC01,SKU_A,18,335,88,63,8,0
2022-12-14,GC01,SKU_B,33,513,131,72,10,0
2022-12-14,GC01,SKU_C,24,511,62,33,9,0
2022-12-14,GC01,SKU_D,28,401,71,77,8,0
2022-12-14,GC01,SKU_E,17,450,124,54,6,0
2022-12-14,GC02,SKU_A,22,328,151,40,10,0
2022-12-14,GC02,SKU_B,24,588,74,93,7,0
2022-12-14,GC02,SKU_C,18,431,60,41,9,0
2022-12-14,GC02,SKU_D,30,425,88,95,12,0
2022-12-14,GC02,SKU_E,12,475,58,67,11,0
2022-12-14,GC03,SKU_A,26,536,93,75,6,0
2022-12-14,GC03,SKU_B,11,557,71,68,3,0
2022-12-14,GC03,SKU_C,18,209,91,36,4,0
2022-12-14,GC03,SKU_D,15,492,138,82,6,0
2022-12-14,GC03,SKU_E,36,581,93,49,12,0
2022-12-14,GC04,SKU_A,31,243,109,34,6,0
2022-12-14,GC04,SKU_B,32,367,155,19,8,0
2022-12-14,GC04,SKU_C,32,136,85,94,13,0
2022-12-14,GC04,SKU_D,8,308,126,83,5,0
2022-12-14,GC04,SKU_E,33,404,14,73,13,0
2022-12-14,GC05,SKU_A,0,83,25,65,9,0
2022-12-14,GC05,SKU_B,36,355,72,50,11,0
2022-12-14,GC05,SKU_C,18,386,93,88,5,0
2022-12-14,GC05,SKU_D,42,558,61,13,8,0
2022-12-14,GC05,SKU_E,29,368,101,53,11,0
2022-12-15,GC01,SKU_A,43,406,90,39,12,0
2022-12-15,GC01,SKU_B,33,482,110,48,11,0
2022-12-15,GC01,SKU_C,22,118,64,55,13,0
2022-12-15,GC01,SKU_D,32,396,130,67,10,0
2022-12-15,GC01,SKU_E,20,362,123,44,8,0
2022-12-15,GC02,SKU_A,27,285,106,75,4,0
2022-12-15,GC02,SKU_B,31,430,133,89,12,0
2022-12-15,GC02,SKU_C,0,483,125,87,11,0
2022-12-15,GC02,SKU_D,22,651,81,19,4,0
2022-12-15,GC02,SKU_E,28,216,159,62,10,0
2022-12-15,GC03,SKU_A,33,343,127,80,5,0
2022-12-15,GC03,SKU_B,33,420,87,42,5,0
2022-12-15,GC03,SKU_C,7,443,108,72,6,0
2022-12-15,GC03,SKU_D,14,442,88,36,10,0
2022-12-15,GC03,SKU_E,18,130,135,63,7,0
2022-12-15,GC04,SKU_A,15,450,56,64,10,0
2022-12-15,GC04,SKU_B,26,426,75,86,13,0
2022-12-15,GC04,SKU_C,7,517,92,33,9,0
2022-12-15,GC04,SKU_D,0,478,83,59,8,0
2022-12-15,GC04,SKU_E,18,157,68,99,5,0
2022-12-15,GC05,SKU_A,27,357,51,63,5,0
2022-12-15,GC05,SKU_B,33,391,100,29,4,0
2022-12-15,GC05,SKU_C,14,427,108,53,8,0
2022-12-15,GC05,SKU_D,19,557,111,62,9,0
2022-12-15,GC05,SKU_E,24,379,49,37,13,0
2022-12-16,GC01,SKU_A,21,528,110,78,12,0
2022-12-16,GC01,SKU_B,23,209,88,53,6,0
2022-12-16,GC01,SKU_C,24,478,102,54,3,0
2022-12-16,GC01,SKU_D,12,458,99,56,10,0
2022-12-16,GC01,SKU_E,24,391,76,95,6,0
2022-12-16,GC02,SKU_A,38,494,43,49,12,0
2022-12-16,GC02,SKU_B,38,129,148,34,12,0
2022-12-16,GC02,SKU_C,7,317,102,78,3,0
2022-12-16,GC02,SKU_D,9,355,56,52,3,0
2022-12-16,GC02,SKU_E,36,594,74,73,13,0
2022-12-16,GC03,SKU_A,42,429,42,39,7,0
2022-12-16,GC03,SKU_B,26,604,61,79,10,0
2022-12-16,GC03,SKU_C,20,273,81,48,6,0
2022-12-16,GC03,SKU_D,23,333,74,77,9,0
2022-12-16,GC03,SKU_E,6,345,77,59,7,0
2022-12-16,GC04,SKU_A,27,488,90,62,8,0
2022-12-16,GC04,SKU_B,23,374,0,61,6,0
2022-12-16,GC04,SKU_C,17,336,65,38,12,0
2022-12-16,GC04,SKU_D,37,486,12,48,6,0
2022-12-16,GC04,SKU_E,21,469,113,59,13,0
2022-12-16,GC05,SKU_A,16,451,74,64,4,0
2022-12-16,GC05,SKU_B,31,127,25,47,13,0
2022-12-16,GC05,SKU_C,27,344,100,48,6,0
2022-12-16,GC05,SKU_D,3,463,98,83,9,0
2022-12-16,GC05,SKU_E,36,619,97,54,10,0
2022-12-17,GC01,SKU_A,20,280,121,125,4,0
2022-12-17,GC01,SKU_B,23,387,102,119,6,0
2022-12-17,GC01,SKU_C,26,394,96,63,4,0
2022-12-17,GC01,SKU_D,16,470,98,71,12,0
2022-12-17,GC01,SKU_E,39,455,117,53,5,0
2022-12-17,GC02,SKU_A,16,453,87,56,13,0
2022-12-17,GC02,SKU_B,17,485,58,12,10,0
2022-12-17,GC02,SKU_C,28,579,106,44,4,0
2022-12-17,GC02,SKU_D,29,267,121,38,9,0
2022-12-17,GC02,SKU_E,27,326,140,73,11,0
2022-12-17,GC03,SKU_A,28,350,72,86,5,0
2022-12-17,GC03,SKU_B,29,399,101,73,3,0
2022-12-17,GC03,SKU_C,21,321,136,31,8,0
2022-12-17,GC03,SKU_D,40,397,87,63,7,0
2022-12-17,GC03,SKU_E,30,294,104,68,3,0
2022-12-17,GC04,SKU_A,24,599,0,103,7,0
2022-12-17,GC04,SKU_B,12,454,86,56,4,0
2022-12-17,GC04,SKU_C,32,568,104,97,5,0
2022-12-17,GC04,SKU_D,25,303,82,57,10,0
2022-12-17,GC04,SKU_E,24,479,25,78,13,0
2022-12-17,GC05,SKU_A,27,380,136,46,4,0
2022-12-17,GC05,SKU_B,24,236,72,83,6,0
2022-12-17,GC05,SKU_C,19,451,113,85,9,0
2022-12-17,GC05,SKU_D,20,245,94,70,11,0
2022-12-17,GC05,SKU_E,31,329,95,87,13,0
2022-12-18,GC01,SKU_A,2,291,41,49,10,0
2022-12-18,GC01,SKU_B,23,407,120,44,11,0
2022-12-18,GC01,SKU_C,28,366,102,32,7,0
2022-12-18,GC01,SKU_D,17,426,20,81,10,0
2022-12-18,GC01,SKU_E,31,281,158,66,13,0
2022-12-18,GC02,SKU_A,25,371,67,26,3,0
2022-12-18,GC02,SKU_B,13,166,76,76,13,0
2022-12-18,GC02,SKU_C,29,476,115,43,3,0
2022-12-18,GC02,SKU_D,17,456,4,76,3,0
2022-12-18,GC02,SKU_E,21,356,81,62,10,0
2022-12-18,GC03,SKU_A,8,336,73,112,10,0
2022-12-18,GC03,SKU_B,33,530,103,44,9,0
2022-12-18,GC03,SKU_C,33,407,76,40,10,0
2022-12-18,GC03,SKU_D,20,480,137,93,11,0
2022-12-18,GC03,SKU_E,31,180,112,61,7,0
2022-12-18,GC04,SKU_A,26,410,121,38,6,0
2022-12-18,GC04,SKU_B,27,337,84,67,7,0
2022-12-18,GC04,SKU_C,24,307,48,76,4,0
2022-12-18,GC04,SKU_D,30,205,106,78,5,0
2022-12-18,GC04,SKU_E,39,635,86,58,8,0
2022-12-18,GC05,SKU_A,22,441,36,59,12,0
2022-12-18,GC05,SKU_B,31,327,127,25,12,0
2022-12-18,GC05,SKU_C,17,320,93,78,12,0
2022-12-18,GC05,SKU_D,15,275,35,83,6,0
2022-12-18,GC05,SKU_E,14,389,124,75,5,0
2022-12-19,GC01,SKU_A,34,259,57,47,7,0
2022-12-19,GC01,SKU_B,12,362,73,48,3,0
2022-12-19,GC01,SKU_C,16,390,136,107,13,0
2022-12-19,GC01,SKU_D,34,503,140,29,6,0
2022-12-19,GC01,SKU_E,43,465,82,58,9,0
2022-12-19,GC02,SKU_A,40,371,40,19,5,0
2022-12-19,GC02,SKU_B,19,465,110,38,12,0
2022-12-19,GC02,SKU_C,17,458,100,80,8,0
2022-12-19,GC02,SKU_D,28,334,67,58,7,0
2022-12-19,GC02,SKU_E,25,373,98,64,11,0
2022-12-19,GC03,SKU_A,44,392,111,58,7,0
2022-12-19,GC03,SKU_B,8,673,107,31,8,0
2022-12-19,GC03,SKU_C,33,472,91,25,13,0
2022-12-19,GC03,SKU_D,20,675,75,48,7,0
2022-12-19,GC03,SKU_E,23,542,98,48,4,0
2022-12-19,GC04,SKU_A,47,519,102,61,9,0
2022-12-19,GC04,SKU_B,31,252,125,69,11,0
2022-12-19,GC04,SKU_C,10,398,90,54,9,0
2022-12-19,GC04,SKU_D,17,380,39,79,12,0
2022-12-19,GC04,SKU_E,19,284,149,67,8,0
2022-12-19,GC05,SKU_A,25,494,102,71,9,0
2022-12-19,GC05,SKU_B,22,369,66,71,13,0
2022-12-19,GC05,SKU_C,31,558,94,38,9,0
2022-12-19,GC05,SKU_D,17,351,43,72,8,0
2022-12-19,GC05,SKU_E,28,400,87,67,10,0
2022-12-20,GC01,SKU_A,30,305,65,12,13,0
2022-12-20,GC01,SKU_B,30,697,135,35,5,0
2022-12-20,GC01,SKU_C,23,461,121,46,10,0
2022-12-20,GC01,SKU_D,40,355,36,102,5,0
2022-12-20,GC01,SKU_E,21,491,51,80,6,0
2022-12-20,GC02,SKU_A,14,455,128,69,6,0
2022-12-20,GC02,SKU_B,36,532,62,34,11,0
2022-12-20,GC02,SKU_C,6,269,75,61,10,0
2022-12-20,GC02,SKU_D,18,840,97,25,6,0
2022-12-20,GC02,SKU_E,26,302,53,48,13,0
2022-12-20,GC03,SKU_A,38,449,154,30,12,0
2022-12-20,GC03,SKU_B,23,446,88,68,12,0
2022-12-20,GC03,SKU_C,22,394,151,104,3,0
2022-12-20,GC03,SKU_D,24,244,81,64,5,0
2022-12-20,GC03,SKU_E,29,236,77,95,12,0
2022-12-20,GC04,SKU_A,28,619,66,96,11,0
2022-12-20,GC04,SKU_B,4,509,63,57,4,0
2022-12-20,GC04,SKU_C,36,125,124,56,4,0
2022-12-20,GC04,SKU_D,25,256,133,73,8,0
2022-12-20,GC04,SKU_E,25,522,56,75,4,0
2022-12-20,GC05,SKU_A,0,318,142,44,8,0
2022-12-20,GC05,SKU_B,38,263,49,52,7,0
2022-12-20,GC05,SKU_C,21,404,168,72,9,0
2022-12-20,GC05,SKU_D,17,365,56,71,10,0
2022-12-20,GC05,SKU_E,22,305,135,33,11,0
2022-12-21,GC01,SKU_A,21,500,49,54,11,0
2022-12-21,GC01,SKU_B,21,479,103,55,3,0
2022-12-21,GC01,SKU_C,46,404,85,83,7,0
2022-12-21,GC01,SKU_D,10,430,66,47,4,0
2022-12-21,GC01,SKU_E,33,448,66,58,3,0
2022-12-21,GC02,SKU_A,17,456,118,60,6,0
2022-12-21,GC02,SKU_B,21,483,68,73,7,0
2022-12-21,GC02,SKU_C,33,428,113,50,8,0
2022-12-21,GC02,SKU_D,39,441,63,74,6,0
2022-12-21,GC02,SKU_E,38,308,143,75,3,0
2022-12-21,GC03,SKU_A,40,454,76,92,9,0
2022-12-21,GC03,SKU_B,23,412,47,72,4,0
2022-12-21,GC03,SKU_C,28,373,85,48,5,0
2022-12-21,GC03,SKU_D,29,254,190,58,7,0
2022-12-21,GC03,SKU_E,27,424,109,69,4,0
2022-12-21,GC04,SKU_A,20,412,143,41,11,0
2022-12-21,GC04,SKU_B,14,153,104,34,11,0
2022-12-21,GC04,SKU_C,41,336,133,73,3,0
2022-12-21,GC04,SKU_D,24,204,39,62,6,0
2022-12-21,GC04,SKU_E,27,444,157,59,3,0
2022-12-21,GC05,SKU_A,26,513,59,61,3,0
2022-12-21,GC05,SKU_B,21,436,44,55,5,0
2022-12-21,GC05,SKU_C,24,180,157,70,10,0
2022-12-21,GC05,SKU_D,31,374,121,72,4,0
2022-12-21,GC05,SKU_E,38,426,93,22,11,0
2022-12-22,GC01,SKU_A,22,384,77,78,13,0
2022-12-22,GC01,SKU_B,26,406,86,53,10,0
2022-12-22,GC01,SKU_C,39,459,50,85,5,0
2022-12-22,GC01,SKU_D,23,539,132,107,10,0
2022-12-22,GC01,SKU_E,24,614,108,65,9,0
2022-12-22,GC02,SKU_A,24,472,86,69,11,0
2022-12-22,GC02,SKU_B,14,279,94,51,10,0
2022-12-22,GC02,SKU_C,13,315,78,59,10,0
2022-12-22,GC02,SKU_D,14,341,3,89,6,0
2022-12-22,GC02,SKU_E,27,107,101,75,12,0
2022-12-22,GC03,SKU_A,22,289,84,69,13,0
2022-12-22,GC03,SKU_B,17,416,49,79,9,0
2022-12-22,GC03,SKU_C,7,370,117,35,3,0
2022-12-22,GC03,SKU_D,28,253,42,59,8,0
2022-12-22,GC03,SKU_E,38,454,133,81,10,0
2022-12-22,GC04,SKU_A,12,322,79,68,6,0
2022-12-22,GC04,SKU_B,18,184,54,42,7,0
2022-12-22,GC04,SKU_C,13,409,54,61,13,0
2022-12-22,GC04,SKU_D,32,521,135,35,10,0
2022-12-22,GC04,SKU_E,11,558,134,19,4,0
2022-12-22,GC05,SKU_A,30,611,0,52,11,0
2022-12-22,GC05,SKU_B,0,458,92,50,11,0
